id,report_type,registry,resource_identifier,package_name,status,verified_at,created_at,tags,source,threat_description
ebe7fc26-ed9a-405e-810a-253df4675eb1,repository,null,https://github.com/vibhu927/random-match,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:09.506514+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
abe0d626-d8d9-44fb-951e-a10e0fa35c3a,repository,null,https://github.com/wahajansari08/NextDashboard,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:09.111441+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
852ecc0a-773d-4500-a80e-e8ad65603d8e,repository,null,https://github.com/vkrms/sb1-k7fs48xr,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:07.305104+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to tailwind.config.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
d77e4b38-5c6a-4471-89d0-a358ea7980d3,repository,null,https://github.com/vinayytyagi/30meals,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:07.002865+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
7db388fc-ae02-4c37-88e0-442bf2013876,repository,null,https://github.com/vibhu927/TestAppProject,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:06.117563+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to frontend/src/App.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
617b9280-acf1-4af0-81de-1c39b84efaf1,repository,null,https://github.com/usama-maxenius/maxenius-v3,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:04.386783+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
2f853b6b-6037-42fd-a9d7-ea9011f2c76c,repository,null,https://github.com/unfazed24072005io/youtube-clone,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:04.129013+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to server/index.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
ba574ab8-7f25-4799-afc0-f36d8d098a47,repository,null,https://github.com/tuyishimejeandamour/eduAfri,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:03.356638+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
f75a3cc3-11fc-4723-b9aa-cadd80a11d52,repository,null,https://github.com/todinhvan/einvoice-microservices,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:02.590994+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to libs/middlewares/eslint.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
92beac65-7d49-4057-8e45-c499b20ee92e,repository,null,https://github.com/thesongmartins/Notely,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:01.350517+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
7467949f-b5b5-485b-a1df-7d45ca2da27f,repository,null,https://github.com/thesongmartins/Invoice-Management-App,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:01.030973+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to tailwind.config.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
41458c20-64db-4de4-8d70-fd4ef99ac54c,repository,null,https://github.com/theanuragg/telexcoin,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:42:00.408833+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
4af38a3c-a84e-4ca3-92b9-d525b117cee8,repository,null,https://github.com/theanuragg/UPtime-monitoring,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:59.416969+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to apps/web/tailwind.config.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
92786324-ded9-4a51-a80b-7bcd29e02e26,repository,null,https://github.com/theanuragg/Relayer,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:58.385492+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to web/postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
5f0c0304-ebbc-4384-8880-4c253b7c987b,repository,null,https://github.com/tarun-khatri/nexus-kiteAI-hackathon,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:57.888953+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to frontend/postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
a00e6d87-18dd-4e8e-924f-0974fc2ca2e2,repository,null,https://github.com/tanushka1726/Portfolio,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:57.327115+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
d55b2a7e-52a7-4e94-a548-54236371656e,repository,null,https://github.com/tamfolio/Full-stack-fintech-application,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:56.463325+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
3cac2374-708c-48cf-b057-ee348cb728ff,repository,null,https://github.com/talhabilal-dev/postify,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:55.43254+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
65553991-f262-483d-9177-e8e0a6daa6fb,repository,null,https://github.com/talhabilal-dev/devnest-frontend,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:54.737812+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
85937b27-0035-4663-a528-95f8590afb06,repository,null,https://github.com/taijulsir/appifylab-buddy-script-frontend,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:54.216378+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
92ba88dd-b957-48c8-b8ae-8c99db91fb61,repository,null,https://github.com/syedmuhammadbilalgillani/pos_store,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:53.306187+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
fd86cbb4-68ad-4669-b933-b698e384feae,repository,null,https://github.com/survos-sites/pokemon,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:52.409653+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to assets/db.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
10e9d8ef-ac40-40a7-ba07-756841fdded8,repository,null,https://github.com/survos-sites/bunny-demo,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:51.763073+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to assets/controllers/csrf_protection_controller.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
eb4462a6-0908-48ee-b58a-688274ee1477,repository,null,https://github.com/sudais-khan12/notebook,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:50.682956+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to server/routes/auth.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
19d25269-369b-4217-bd51-96d51c097973,repository,null,https://github.com/spdev18/swis_bank,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:50.287244+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to backend/routes/auth.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
c1849ed5-20e4-4999-9ec8-c94879c4133d,repository,null,https://github.com/solojungle/social-later,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:49.430156+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to next.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
8adc809f-f710-486d-b7fd-65f6311b4611,repository,null,https://github.com/slackneveda/sweet-escape-dessert,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:48.59439+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to tailwind.config.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
6827f11e-131d-4861-806b-028ee04864f1,repository,null,https://github.com/slackneveda/glamour-bloom,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:47.441592+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
f68b833b-f6ec-40c6-8193-440359823adf,repository,null,https://github.com/slackneveda/Sweet-Dreams,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:47.291316+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
c6dd53ae-4e0c-4894-a669-3246e14c4c1e,repository,null,https://github.com/singlespine-new/singlespine_web,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:46.387224+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
07726be6-c5d7-48e9-b15d-eb9a201640f4,repository,null,https://github.com/shreyash-jain/still-lift-zone,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:45.524924+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
42ddfe81-c088-4848-9314-b4fa876fa02b,repository,null,https://github.com/sherycodes/capture-wave,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:44.318102+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to tailwind.config.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
78822bbc-eddb-44e9-b193-608b720de751,repository,null,https://github.com/shivc868/text-animations,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:44.215183+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
e3264c83-cba4-4730-b14b-4266726e2c9d,repository,null,https://github.com/shery7378/multifront,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:43.276216+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
32c98d7f-907a-4ecb-8e2b-175bd6f41b17,repository,null,https://github.com/shashwatrai05/meetmux-backend-task,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:42.522145+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to orders/src/index.js. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
41e16237-d477-417f-b525-ac1b4175ab8f,repository,null,https://github.com/shakibul22/daily-news,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:41.249039+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
1496b80f-a47a-4df0-8a9d-049bfa2beb7c,repository,null,https://github.com/shaikot07/next-js-custom-auth-client,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:41.151014+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
7be554e0-4473-4a3b-81f7-e5ccf585033b,repository,null,https://github.com/shahinsamiur/barikoi_interview_task,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:40.263722+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
8b694a46-ee6d-458f-a927-1d1f11b543de,repository,null,https://github.com/shahinsamiur/OneLittleWeb-_task,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:39.239457+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to postcss.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
3d5e4c36-02db-4160-ae70-8caaf47dfa06,repository,null,https://github.com/sengeedorjcody/converter,null,verified,2026-07-08 09:26:05.18016+00,2026-07-08 08:41:38.192676+00,"[""supply-chain"",""backdoor"",""dprk"",""contagious-interview"",""polinrider""]",null,"PolinRider backdoor injection (rmcej%otb% variant) - obfuscated JavaScript payload appended to next.config.mjs. Shuffle-cipher deobfuscation with blockchain dead-drop C2 (TRON/Aptos/BSC). Part of confirmed DPRK Contagious Interview campaign targeting ~1,951 known victim repos."
